레포지토리,태그,릴리스명,생성일,배포일,생성일(ISO),배포일(ISO),배포년도,배포월,배포일,요일(0-6),주말여부,초안여부,프리릴리스여부,릴리스노트 길이,릴리스노트 존재여부,생성일로부터 배포까지 일수
daangn/seed-design,@seed-design/mcp@0.0.25,@seed-design/mcp@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:41.000Z,2025,5,19,1,false,false,false,143,true,0
daangn/seed-design,@seed-design/figma@0.0.25,@seed-design/figma@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:35.000Z,2025,5,19,1,false,false,false,141,true,0
daangn/seed-design,@seed-design/css@0.0.25,@seed-design/css@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:32.000Z,2025,5,19,1,false,false,false,60,true,0
daangn/seed-design,@seed-design/codemod@0.0.23,@seed-design/codemod@0.0.23,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:47.000Z,2025,5,19,1,false,false,false,173,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.24,@seed-design/webpack-plugin@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:03.000Z,2025,5,8,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.24,@seed-design/vite-plugin@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:26.000Z,2025,5,8,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/stackflow@0.0.24,@seed-design/stackflow@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:23.000Z,2025,5,8,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.24,@seed-design/rsbuild-plugin@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:20.000Z,2025,5,8,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/react@0.0.24,@seed-design/react@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:11.000Z,2025,5,8,4,false,false,false,270,true,0
daangn/seed-design,@seed-design/react-portal@0.0.1,@seed-design/react-portal@0.0.1,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:17.000Z,2025,5,8,4,false,false,false,56,true,0
daangn/seed-design,@seed-design/mcp@0.0.24,@seed-design/mcp@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:14.000Z,2025,5,8,4,false,false,false,49,true,0
daangn/seed-design,@seed-design/figma@0.0.24,@seed-design/figma@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:08.000Z,2025,5,8,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/css@0.0.24,@seed-design/css@0.0.24,5/8/2025,5/8/2025,2025-05-08T05:35:02.000Z,2025-05-08T05:35:05.000Z,2025,5,8,4,false,false,false,91,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.23,@seed-design/webpack-plugin@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:29.000Z,2025,5,2,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.23,@seed-design/vite-plugin@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:23.000Z,2025,5,2,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/stackflow@0.0.23,@seed-design/stackflow@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:26.000Z,2025,5,2,5,false,false,false,136,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.23,@seed-design/rsbuild-plugin@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:20.000Z,2025,5,2,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/react@0.0.23,@seed-design/react@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:17.000Z,2025,5,2,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/mcp@0.0.23,@seed-design/mcp@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:14.000Z,2025,5,2,5,false,false,false,138,true,0
daangn/seed-design,@seed-design/figma@0.0.23,@seed-design/figma@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:08.000Z,2025,5,2,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/css@0.0.23,@seed-design/css@0.0.23,5/2/2025,5/2/2025,2025-05-02T08:30:07.000Z,2025-05-02T08:30:11.000Z,2025,5,2,5,false,false,false,69,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.21,@seed-design/webpack-plugin@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:31.000Z,2025,4,28,1,false,false,false,256,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.21,@seed-design/vite-plugin@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:25.000Z,2025,4,28,1,false,false,false,256,true,0
daangn/seed-design,@seed-design/tailwind4-theme@0.0.21,@seed-design/tailwind4-theme@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:34.000Z,2025,4,28,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/tailwind3-plugin@0.0.21,@seed-design/tailwind3-plugin@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:22.000Z,2025,4,28,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/stackflow@0.0.21,@seed-design/stackflow@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:19.000Z,2025,4,28,1,false,false,false,336,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.21,@seed-design/rsbuild-plugin@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:16.000Z,2025,4,28,1,false,false,false,256,true,0
daangn/seed-design,@seed-design/react@0.0.21,@seed-design/react@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:28.000Z,2025,4,28,1,false,false,false,1042,true,0
daangn/seed-design,@seed-design/react-toggle@0.0.2,@seed-design/react-toggle@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:13.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-text-field@0.0.2,@seed-design/react-text-field@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:10.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-tabs@0.0.4,@seed-design/react-tabs@0.0.4,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:04.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-switch@0.0.2,@seed-design/react-switch@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:07.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-snackbar@0.0.3,@seed-design/react-snackbar@0.0.3,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:01.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-segmented-control@0.0.3,@seed-design/react-segmented-control@0.0.3,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:55.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-radio-group@0.0.2,@seed-design/react-radio-group@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:52.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.3,@seed-design/react-pull-to-refresh@0.0.3,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:49.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-progress@0.0.2,@seed-design/react-progress@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:58.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-primitive@0.0.2,@seed-design/react-primitive@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:40.000Z,2025,4,28,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/react-popover@0.0.5,@seed-design/react-popover@0.0.5,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:43.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-dialog@0.0.3,@seed-design/react-dialog@0.0.3,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:46.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-checkbox@0.0.2,@seed-design/react-checkbox@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:34.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/react-avatar@0.0.2,@seed-design/react-avatar@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:37.000Z,2025,4,28,1,false,false,false,164,true,0
daangn/seed-design,@seed-design/mcp@0.0.22,@seed-design/mcp@0.0.22,4/29/2025,4/29/2025,2025-04-28T17:13:03.000Z,2025-04-28T17:13:07.000Z,2025,4,29,2,false,false,false,157,true,0
daangn/seed-design,@seed-design/mcp@0.0.21,@seed-design/mcp@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:25.000Z,2025,4,28,1,false,false,false,223,true,0
daangn/seed-design,@seed-design/figma@0.0.22,@seed-design/figma@0.0.22,4/29/2025,4/29/2025,2025-04-28T17:13:03.000Z,2025-04-28T17:13:04.000Z,2025,4,29,2,false,false,false,88,true,0
daangn/seed-design,@seed-design/figma@0.0.21,@seed-design/figma@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:31.000Z,2025,4,28,1,false,false,false,444,true,0
daangn/seed-design,@seed-design/figma-extractor@0.0.4,@seed-design/figma-extractor@0.0.4,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:10.000Z,2025,4,28,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/dom-utils@0.0.2,@seed-design/dom-utils@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:50:28.000Z,2025,4,28,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/design-token@1.0.4,@seed-design/design-token@1.0.4,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:22.000Z,2025,4,28,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/css@0.0.21,@seed-design/css@0.0.21,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:19.000Z,2025,4,28,1,false,false,false,360,true,0
daangn/seed-design,@seed-design/codemod@0.0.22,@seed-design/codemod@0.0.22,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:16.000Z,2025,4,28,1,false,false,false,397,true,0
daangn/seed-design,@seed-design/cli@0.0.2,@seed-design/cli@0.0.2,4/28/2025,4/28/2025,2025-04-28T13:49:08.000Z,2025-04-28T13:49:13.000Z,2025,4,28,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.19,@seed-design/webpack-plugin@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:46.000Z,2025,4,23,3,false,false,false,121,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.19,@seed-design/vite-plugin@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:40.000Z,2025,4,23,3,false,false,false,121,true,0
daangn/seed-design,@seed-design/stackflow@0.0.19,@seed-design/stackflow@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:37.000Z,2025,4,23,3,false,false,false,121,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.19,@seed-design/rsbuild-plugin@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:34.000Z,2025,4,23,3,false,false,false,121,true,0
daangn/seed-design,@seed-design/react@0.0.19,@seed-design/react@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:43.000Z,2025,4,23,3,false,false,false,121,true,0
daangn/seed-design,@seed-design/mcp@0.0.20,@seed-design/mcp@0.0.20,4/24/2025,4/24/2025,2025-04-23T15:07:31.000Z,2025-04-23T15:07:38.000Z,2025,4,24,4,false,false,false,88,true,0
daangn/seed-design,@seed-design/mcp@0.0.19,@seed-design/mcp@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:31.000Z,2025,4,23,3,false,false,false,49,true,0
daangn/seed-design,@seed-design/figma@0.0.20,@seed-design/figma@0.0.20,4/24/2025,4/24/2025,2025-04-23T15:07:31.000Z,2025-04-23T15:07:35.000Z,2025,4,24,4,false,false,false,75,true,0
daangn/seed-design,@seed-design/figma@0.0.19,@seed-design/figma@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:25.000Z,2025,4,23,3,false,false,false,121,true,0
daangn/seed-design,@seed-design/css@0.0.19,@seed-design/css@0.0.19,4/23/2025,4/23/2025,2025-04-23T09:32:24.000Z,2025-04-23T09:32:28.000Z,2025,4,23,3,false,false,false,145,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.17,@seed-design/webpack-plugin@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:26.000Z,2025,4,22,2,false,false,false,86,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.15,@seed-design/webpack-plugin@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:01:10.000Z,2025,4,22,2,false,false,false,290,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.17,@seed-design/vite-plugin@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:29.000Z,2025,4,22,2,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.15,@seed-design/vite-plugin@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:01:01.000Z,2025,4,22,2,false,false,false,290,true,0
daangn/seed-design,@seed-design/stackflow@0.0.17,@seed-design/stackflow@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:32.000Z,2025,4,22,2,false,false,false,135,true,0
daangn/seed-design,@seed-design/stackflow@0.0.15,@seed-design/stackflow@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:01:13.000Z,2025,4,22,2,false,false,false,290,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.17,@seed-design/rsbuild-plugin@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:23.000Z,2025,4,22,2,false,false,false,86,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.15,@seed-design/rsbuild-plugin@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:01:04.000Z,2025,4,22,2,false,false,false,290,true,0
daangn/seed-design,@seed-design/react@0.0.17,@seed-design/react@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:20.000Z,2025,4,22,2,false,false,false,135,true,0
daangn/seed-design,@seed-design/react@0.0.15,@seed-design/react@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:01:16.000Z,2025,4,22,2,false,false,false,906,true,0
daangn/seed-design,@seed-design/react-popover@0.0.4,@seed-design/react-popover@0.0.4,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:00:58.000Z,2025,4,22,2,false,false,false,67,true,0
daangn/seed-design,@seed-design/mcp@0.0.18,@seed-design/mcp@0.0.18,4/23/2025,4/23/2025,2025-04-22T16:41:39.000Z,2025-04-22T16:41:43.000Z,2025,4,23,3,false,false,false,136,true,0
daangn/seed-design,@seed-design/mcp@0.0.17,@seed-design/mcp@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:14.000Z,2025,4,22,2,false,false,false,49,true,0
daangn/seed-design,@seed-design/mcp@0.0.16,@seed-design/mcp@0.0.16,4/22/2025,4/22/2025,2025-04-22T07:38:28.000Z,2025-04-22T07:38:29.000Z,2025,4,22,2,false,false,false,101,true,0
daangn/seed-design,@seed-design/mcp@0.0.15,@seed-design/mcp@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:01:07.000Z,2025,4,22,2,false,false,false,88,true,0
daangn/seed-design,@seed-design/figma@0.0.18,@seed-design/figma@0.0.18,4/23/2025,4/23/2025,2025-04-22T16:41:39.000Z,2025-04-22T16:41:40.000Z,2025,4,23,3,false,false,false,83,true,0
daangn/seed-design,@seed-design/figma@0.0.17,@seed-design/figma@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:17.000Z,2025,4,22,2,false,false,false,86,true,0
daangn/seed-design,@seed-design/figma@0.0.15,@seed-design/figma@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:00:55.000Z,2025,4,22,2,false,false,false,562,true,0
daangn/seed-design,@seed-design/css@0.0.17,@seed-design/css@0.0.17,4/22/2025,4/22/2025,2025-04-22T08:33:09.000Z,2025-04-22T08:33:11.000Z,2025,4,22,2,false,false,false,68,true,0
daangn/seed-design,@seed-design/css@0.0.15,@seed-design/css@0.0.15,4/22/2025,4/22/2025,2025-04-22T05:00:51.000Z,2025-04-22T05:00:52.000Z,2025,4,22,2,false,false,false,582,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.14,@seed-design/webpack-plugin@0.0.14,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:13:08.000Z,2025,4,18,5,false,false,false,121,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.14,@seed-design/vite-plugin@0.0.14,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:13:05.000Z,2025,4,18,5,false,false,false,121,true,0
daangn/seed-design,@seed-design/stackflow@0.0.14,@seed-design/stackflow@0.0.14,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:13:02.000Z,2025,4,18,5,false,false,false,121,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.14,@seed-design/rsbuild-plugin@0.0.14,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:12:59.000Z,2025,4,18,5,false,false,false,121,true,0
daangn/seed-design,@seed-design/react@0.0.14,@seed-design/react@0.0.14,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:12:53.000Z,2025,4,18,5,false,false,false,289,true,0
daangn/seed-design,@seed-design/react-popover@0.0.3,@seed-design/react-popover@0.0.3,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:12:56.000Z,2025,4,18,5,false,false,false,67,true,0
daangn/seed-design,@seed-design/mcp@0.0.6,@seed-design/mcp@0.0.6,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:12:47.000Z,2025,4,18,5,false,false,false,48,true,0
daangn/seed-design,@seed-design/figma@0.0.6,@seed-design/figma@0.0.6,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:12:50.000Z,2025,4,18,5,false,false,false,121,true,0
daangn/seed-design,@seed-design/css@0.0.14,@seed-design/css@0.0.14,4/18/2025,4/18/2025,2025-04-18T10:12:42.000Z,2025-04-18T10:12:44.000Z,2025,4,18,5,false,false,false,112,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.13,@seed-design/webpack-plugin@0.0.13,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:36.000Z,2025,4,17,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.13,@seed-design/vite-plugin@0.0.13,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:30.000Z,2025,4,17,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/stackflow@0.0.13,@seed-design/stackflow@0.0.13,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:33.000Z,2025,4,17,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.13,@seed-design/rsbuild-plugin@0.0.13,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:18.000Z,2025,4,17,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/react@0.0.13,@seed-design/react@0.0.13,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:21.000Z,2025,4,17,4,false,false,false,209,true,0
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.2,@seed-design/react-pull-to-refresh@0.0.2,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:24.000Z,2025,4,17,4,false,false,false,69,true,0
daangn/seed-design,@seed-design/mcp@0.0.5,@seed-design/mcp@0.0.5,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:27.000Z,2025,4,17,4,false,false,false,48,true,0
daangn/seed-design,@seed-design/figma@0.0.5,@seed-design/figma@0.0.5,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:15.000Z,2025,4,17,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/css@0.0.13,@seed-design/css@0.0.13,4/17/2025,4/17/2025,2025-04-16T16:17:11.000Z,2025-04-16T16:17:12.000Z,2025,4,17,4,false,false,false,58,true,0
daangn/seed-design,@seed-design/codemod@0.0.21,@seed-design/codemod@0.0.21,4/7/2025,4/7/2025,2025-04-07T03:31:38.000Z,2025-04-07T03:31:39.000Z,2025,4,7,1,false,false,false,67,true,0
daangn/seed-design,@seed-design/codemod@0.0.19,@seed-design/codemod@0.0.19,3/25/2025,3/25/2025,2025-03-24T15:20:58.000Z,2025-03-24T15:20:59.000Z,2025,3,25,2,false,false,false,53,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.8,@seed-design/webpack-plugin@0.0.8,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:03:56.000Z,2025,3,18,2,false,false,false,120,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.8,@seed-design/vite-plugin@0.0.8,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:03:53.000Z,2025,3,18,2,false,false,false,120,true,0
daangn/seed-design,@seed-design/stackflow@0.0.8,@seed-design/stackflow@0.0.8,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:03:59.000Z,2025,3,18,2,false,false,false,120,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.8,@seed-design/rsbuild-plugin@0.0.8,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:03:47.000Z,2025,3,18,2,false,false,false,120,true,0
daangn/seed-design,@seed-design/react@0.0.8,@seed-design/react@0.0.8,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:03:50.000Z,2025,3,18,2,false,false,false,221,true,0
daangn/seed-design,@seed-design/migration-index@0.0.18,@seed-design/migration-index@0.0.18,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:03:44.000Z,2025,3,18,2,false,false,false,82,true,0
daangn/seed-design,@seed-design/css@0.0.8,@seed-design/css@0.0.8,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:04:02.000Z,2025,3,18,2,false,false,false,172,true,0
daangn/seed-design,@seed-design/codemod@0.0.18,@seed-design/codemod@0.0.18,3/18/2025,3/18/2025,2025-03-18T14:03:40.000Z,2025-03-18T14:03:41.000Z,2025,3,18,2,false,false,false,181,true,0
daangn/seed-design,@seed-design/codemod@0.0.17,@seed-design/codemod@0.0.17,3/14/2025,3/14/2025,2025-03-14T03:02:55.000Z,2025-03-14T03:02:56.000Z,2025,3,14,5,false,false,false,60,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.7,@seed-design/webpack-plugin@0.0.7,3/14/2025,3/14/2025,2025-03-13T15:54:56.000Z,2025-03-13T15:55:12.000Z,2025,3,14,5,false,false,false,85,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.6,@seed-design/webpack-plugin@0.0.6,3/14/2025,3/14/2025,2025-03-13T15:42:09.000Z,2025-03-13T15:42:25.000Z,2025,3,14,5,false,false,false,190,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.7,@seed-design/vite-plugin@0.0.7,3/14/2025,3/14/2025,2025-03-13T15:54:56.000Z,2025-03-13T15:55:06.000Z,2025,3,14,5,false,false,false,85,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.6,@seed-design/vite-plugin@0.0.6,3/14/2025,3/14/2025,2025-03-13T15:42:09.000Z,2025-03-13T15:42:31.000Z,2025,3,14,5,false,false,false,190,true,0
daangn/seed-design,@seed-design/stackflow@0.0.7,@seed-design/stackflow@0.0.7,3/14/2025,3/14/2025,2025-03-13T15:54:56.000Z,2025-03-13T15:55:09.000Z,2025,3,14,5,false,false,false,85,true,0
daangn/seed-design,@seed-design/stackflow@0.0.6,@seed-design/stackflow@0.0.6,3/14/2025,3/14/2025,2025-03-13T15:42:09.000Z,2025-03-13T15:42:22.000Z,2025,3,14,5,false,false,false,190,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.7,@seed-design/rsbuild-plugin@0.0.7,3/14/2025,3/14/2025,2025-03-13T15:54:56.000Z,2025-03-13T15:55:03.000Z,2025,3,14,5,false,false,false,85,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.6,@seed-design/rsbuild-plugin@0.0.6,3/14/2025,3/14/2025,2025-03-13T15:42:09.000Z,2025-03-13T15:42:19.000Z,2025,3,14,5,false,false,false,190,true,0
daangn/seed-design,@seed-design/react@0.0.7,@seed-design/react@0.0.7,3/14/2025,3/14/2025,2025-03-13T15:54:56.000Z,2025-03-13T15:55:00.000Z,2025,3,14,5,false,false,false,85,true,0
daangn/seed-design,@seed-design/react@0.0.6,@seed-design/react@0.0.6,3/14/2025,3/14/2025,2025-03-13T15:42:09.000Z,2025-03-13T15:42:16.000Z,2025,3,14,5,false,false,false,235,true,0
daangn/seed-design,@seed-design/migration-index@0.0.3,@seed-design/migration-index@0.0.3,3/14/2025,3/14/2025,2025-03-13T15:42:09.000Z,2025-03-13T15:42:13.000Z,2025,3,14,5,false,false,false,57,true,0
daangn/seed-design,@seed-design/css@0.0.7,@seed-design/css@0.0.7,3/14/2025,3/14/2025,2025-03-13T15:54:56.000Z,2025-03-13T15:54:57.000Z,2025,3,14,5,false,false,false,72,true,0
