레포지토리,태그,릴리스명,생성일,배포일,생성일(ISO),배포일(ISO),배포년도,배포월,배포일,요일(0-6),주말여부,초안여부,프리릴리스여부,릴리스노트 길이,릴리스노트 존재여부,생성일로부터 배포까지 일수
daangn/stackflow,@stackflow/react@1.1.9,@stackflow/react@1.1.9,5/24/2024,5/24/2024,2024-05-24T05:14:04.000Z,2024-05-24T05:14:04.000Z,2024,5,24,5,false,false,false,90,true,0
daangn/stackflow,@stackflow/plugin-history-sync@1.5.0,@stackflow/plugin-history-sync@1.5.0,5/22/2024,5/22/2024,2024-05-22T08:10:49.000Z,2024-05-22T08:10:53.000Z,2024,5,22,3,false,false,false,103,true,0
daangn/stackflow,@stackflow/plugin-basic-ui@1.6.0,@stackflow/plugin-basic-ui@1.6.0,5/22/2024,5/22/2024,2024-05-22T08:10:49.000Z,2024-05-22T08:10:50.000Z,2024,5,22,3,false,false,false,69,true,0
daangn/stackflow,@stackflow/react@1.1.8,@stackflow/react@1.1.8,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:26:03.000Z,2024,2,13,2,false,false,false,60,true,0
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.8,@stackflow/plugin-renderer-web@1.1.8,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:26:01.000Z,2024,2,13,2,false,false,false,1,true,0
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.8,@stackflow/plugin-renderer-basic@1.1.8,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:58.000Z,2024,2,13,2,false,false,false,1,true,0
daangn/stackflow,@stackflow/plugin-preload@1.3.0,@stackflow/plugin-preload@1.3.0,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:54.000Z,2024,2,13,2,false,false,false,334,true,0
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.6,@stackflow/plugin-map-initial-activity@1.0.6,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:51.000Z,2024,2,13,2,false,false,false,1,true,0
daangn/stackflow,@stackflow/plugin-history-sync@1.4.0,@stackflow/plugin-history-sync@1.4.0,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:48.000Z,2024,2,13,2,false,false,false,242,true,0
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.10,@stackflow/plugin-google-analytics-4@1.1.10,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:45.000Z,2024,2,13,2,false,false,false,1,true,0
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.3,@stackflow/plugin-basic-ui@1.5.3,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:42.000Z,2024,2,13,2,false,false,false,1,true,0
daangn/stackflow,@stackflow/link@1.4.0,@stackflow/link@1.4.0,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:39.000Z,2024,2,13,2,false,false,false,333,true,0
daangn/stackflow,@stackflow/compat-await-push@1.1.8,@stackflow/compat-await-push@1.1.8,2/13/2024,2/13/2024,2024-02-13T10:25:35.000Z,2024-02-13T10:25:36.000Z,2024,2,13,2,false,false,false,1,true,0
daangn/stackflow,@stackflow/react@1.1.7,@stackflow/react@1.1.7,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:13:04.000Z,2024,1,30,2,false,false,false,236,true,0
daangn/stackflow,@stackflow/plugin-stack-depth-change@1.1.2,@stackflow/plugin-stack-depth-change@1.1.2,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:13:07.000Z,2024,1,30,2,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.7,@stackflow/plugin-renderer-web@1.1.7,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:13:01.000Z,2024,1,30,2,false,false,false,193,true,0
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.7,@stackflow/plugin-renderer-basic@1.1.7,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:58.000Z,2024,1,30,2,false,false,false,193,true,0
daangn/stackflow,@stackflow/plugin-preload@1.2.15,@stackflow/plugin-preload@1.2.15,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:56.000Z,2024,1,30,2,false,false,false,239,true,0
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.5,@stackflow/plugin-map-initial-activity@1.0.5,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:52.000Z,2024,1,30,2,false,false,false,193,true,0
daangn/stackflow,@stackflow/plugin-history-sync@1.3.18,@stackflow/plugin-history-sync@1.3.18,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:49.000Z,2024,1,30,2,false,false,false,193,true,0
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.9,@stackflow/plugin-google-analytics-4@1.1.9,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:47.000Z,2024,1,30,2,false,false,false,193,true,0
daangn/stackflow,@stackflow/plugin-devtools@0.1.8,@stackflow/plugin-devtools@0.1.8,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:43.000Z,2024,1,30,2,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.2,@stackflow/plugin-basic-ui@1.5.2,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:40.000Z,2024,1,30,2,false,false,false,193,true,0
daangn/stackflow,@stackflow/link@1.3.16,@stackflow/link@1.3.16,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:37.000Z,2024,1,30,2,false,false,false,280,true,0
daangn/stackflow,@stackflow/core@1.0.10,@stackflow/core@1.0.10,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:31.000Z,2024,1,30,2,false,false,false,133,true,0
daangn/stackflow,@stackflow/compat-await-push@1.1.7,@stackflow/compat-await-push@1.1.7,1/30/2024,1/30/2024,2024-01-30T10:12:30.000Z,2024-01-30T10:12:34.000Z,2024,1,30,2,false,false,false,193,true,0
daangn/stackflow,@stackflow/plugin-history-sync@1.3.17,@stackflow/plugin-history-sync@1.3.17,1/23/2024,1/23/2024,2024-01-22T20:16:03.000Z,2024-01-22T20:16:04.000Z,2024,1,23,2,false,false,false,88,true,0
daangn/stackflow,@stackflow/plugin-history-sync@1.3.16,@stackflow/plugin-history-sync@1.3.16,1/22/2024,1/22/2024,2024-01-22T03:48:19.000Z,2024-01-22T03:48:20.000Z,2024,1,22,1,false,false,false,96,true,0
daangn/stackflow,@stackflow/plugin-stack-depth-change@1.1.1,@stackflow/plugin-stack-depth-change@1.1.1,1/20/2024,1/20/2024,2024-01-20T12:49:48.000Z,2024-01-20T12:49:49.000Z,2024,1,20,6,true,false,false,118,true,0
daangn/stackflow,@stackflow/plugin-history-sync@1.3.15,@stackflow/plugin-history-sync@1.3.15,1/16/2024,1/16/2024,2024-01-16T14:41:54.000Z,2024-01-16T14:41:55.000Z,2024,1,16,2,false,false,false,85,true,0
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.1,@stackflow/plugin-basic-ui@1.5.1,1/16/2024,1/16/2024,2024-01-16T09:26:14.000Z,2024-01-16T09:26:15.000Z,2024,1,16,2,false,false,false,89,true,0
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.0,@stackflow/plugin-basic-ui@1.5.0,12/23/2023,12/23/2023,2023-12-23T14:08:04.000Z,2023-12-23T14:08:05.000Z,2023,12,23,6,true,false,false,93,true,0
daangn/stackflow,@stackflow/react@1.1.6,@stackflow/react@1.1.6,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:49:13.000Z,2023,12,22,5,false,false,false,131,true,0
daangn/stackflow,@stackflow/plugin-stack-depth-change@1.1.0,@stackflow/plugin-stack-depth-change@1.1.0,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:49:10.000Z,2023,12,22,5,false,false,false,248,true,0
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.6,@stackflow/plugin-renderer-web@1.1.6,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:49:04.000Z,2023,12,22,5,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.6,@stackflow/plugin-renderer-basic@1.1.6,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:49:01.000Z,2023,12,22,5,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-preload@1.2.14,@stackflow/plugin-preload@1.2.14,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:58.000Z,2023,12,22,5,false,false,false,208,true,0
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.4,@stackflow/plugin-map-initial-activity@1.0.4,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:49:07.000Z,2023,12,22,5,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-history-sync@1.3.14,@stackflow/plugin-history-sync@1.3.14,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:55.000Z,2023,12,22,5,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.8,@stackflow/plugin-google-analytics-4@1.1.8,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:52.000Z,2023,12,22,5,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-devtools@0.1.7,@stackflow/plugin-devtools@0.1.7,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:49.000Z,2023,12,22,5,false,false,false,131,true,0
daangn/stackflow,@stackflow/plugin-basic-ui@1.4.2,@stackflow/plugin-basic-ui@1.4.2,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:43.000Z,2023,12,22,5,false,false,false,162,true,0
daangn/stackflow,@stackflow/link@1.3.15,@stackflow/link@1.3.15,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:46.000Z,2023,12,22,5,false,false,false,249,true,0
daangn/stackflow,@stackflow/eslint-config@1.0.2,@stackflow/eslint-config@1.0.2,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:49:19.000Z,2023,12,22,5,false,false,false,65,true,0
daangn/stackflow,@stackflow/esbuild-config@1.0.1,@stackflow/esbuild-config@1.0.1,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:49:16.000Z,2023,12,22,5,false,false,false,65,true,0
daangn/stackflow,@stackflow/core@1.0.9,@stackflow/core@1.0.9,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:37.000Z,2023,12,22,5,false,false,false,65,true,0
daangn/stackflow,@stackflow/compat-await-push@1.1.6,@stackflow/compat-await-push@1.1.6,12/22/2023,12/22/2023,2023-12-22T13:48:35.000Z,2023-12-22T13:48:40.000Z,2023,12,22,5,false,false,false,162,true,0
daangn/stackflow,@stackflow/plugin-basic-ui@1.4.1,@stackflow/plugin-basic-ui@1.4.1,12/1/2023,12/1/2023,2023-12-01T04:16:24.000Z,2023-12-01T04:16:25.000Z,2023,12,1,5,false,false,false,89,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.30,@seed-design/webpack-plugin@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:01:52.000Z,2025,6,2,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.30,@seed-design/vite-plugin@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:02:10.000Z,2025,6,2,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/stackflow@0.0.30,@seed-design/stackflow@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:01:49.000Z,2025,6,2,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.30,@seed-design/rsbuild-plugin@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:01:46.000Z,2025,6,2,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/react@0.0.30,@seed-design/react@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:02:01.000Z,2025,6,2,1,false,false,false,581,true,0
daangn/seed-design,@seed-design/react-tabs@0.0.7,@seed-design/react-tabs@0.0.7,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:02:07.000Z,2025,6,2,1,false,false,false,111,true,0
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.6,@seed-design/react-pull-to-refresh@0.0.6,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:01:58.000Z,2025,6,2,1,false,false,false,69,true,0
daangn/seed-design,@seed-design/mcp@0.0.30,@seed-design/mcp@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:01:43.000Z,2025,6,2,1,false,false,false,49,true,0
daangn/seed-design,@seed-design/figma@0.0.30,@seed-design/figma@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:01:55.000Z,2025,6,2,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/css@0.0.30,@seed-design/css@0.0.30,6/2/2025,6/2/2025,2025-06-02T10:01:42.000Z,2025-06-02T10:02:04.000Z,2025,6,2,1,false,false,false,210,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.29,@seed-design/webpack-plugin@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:30.000Z,2025,5,30,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.29,@seed-design/vite-plugin@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:21.000Z,2025,5,30,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/stackflow@0.0.29,@seed-design/stackflow@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:03.000Z,2025,5,30,5,false,false,false,271,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.29,@seed-design/rsbuild-plugin@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:27.000Z,2025,5,30,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/react@0.0.29,@seed-design/react@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:36.000Z,2025,5,30,5,false,false,false,825,true,0
daangn/seed-design,@seed-design/react-toggle@0.0.4,@seed-design/react-toggle@0.0.4,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:09.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-text-field@0.0.4,@seed-design/react-text-field@0.0.4,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:15.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-tabs@0.0.6,@seed-design/react-tabs@0.0.6,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:18.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-switch@0.0.4,@seed-design/react-switch@0.0.4,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:06.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-snackbar@0.0.5,@seed-design/react-snackbar@0.0.5,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:51.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-segmented-control@0.0.5,@seed-design/react-segmented-control@0.0.5,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:42.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-radio-group@0.0.4,@seed-design/react-radio-group@0.0.4,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:24.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.5,@seed-design/react-pull-to-refresh@0.0.5,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:12.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-progress@0.0.4,@seed-design/react-progress@0.0.4,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:57.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-primitive@0.0.3,@seed-design/react-primitive@0.0.3,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:45.000Z,2025,5,30,5,false,false,false,126,true,0
daangn/seed-design,@seed-design/react-popover@0.0.7,@seed-design/react-popover@0.0.7,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:48.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-dialog@0.0.5,@seed-design/react-dialog@0.0.5,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:39.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-checkbox@0.0.4,@seed-design/react-checkbox@0.0.4,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:33.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/react-avatar@0.0.4,@seed-design/react-avatar@0.0.4,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:28.000Z,2025,5,30,5,false,false,false,97,true,0
daangn/seed-design,@seed-design/mcp@0.0.29,@seed-design/mcp@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:54.000Z,2025,5,30,5,false,false,false,49,true,0
daangn/seed-design,@seed-design/figma@0.0.29,@seed-design/figma@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:58:00.000Z,2025,5,30,5,false,false,false,86,true,0
daangn/seed-design,@seed-design/css@0.0.29,@seed-design/css@0.0.29,5/30/2025,5/30/2025,2025-05-30T12:57:26.000Z,2025-05-30T12:57:30.000Z,2025,5,30,5,false,false,false,77,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.28,@seed-design/webpack-plugin@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:30.000Z,2025,5,29,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.27,@seed-design/webpack-plugin@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:14.000Z,2025,5,29,4,false,false,false,156,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.28,@seed-design/vite-plugin@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:24.000Z,2025,5,29,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.27,@seed-design/vite-plugin@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:08.000Z,2025,5,29,4,false,false,false,156,true,0
daangn/seed-design,@seed-design/stackflow@0.0.28,@seed-design/stackflow@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:27.000Z,2025,5,29,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/stackflow@0.0.27,@seed-design/stackflow@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:41.000Z,2025,5,29,4,false,false,false,211,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.28,@seed-design/rsbuild-plugin@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:33.000Z,2025,5,29,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.27,@seed-design/rsbuild-plugin@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:23.000Z,2025,5,29,4,false,false,false,156,true,0
daangn/seed-design,@seed-design/react@0.0.28,@seed-design/react@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:21.000Z,2025,5,29,4,false,false,false,86,true,0
daangn/seed-design,@seed-design/react@0.0.27,@seed-design/react@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:29.000Z,2025,5,29,4,false,false,false,840,true,0
daangn/seed-design,@seed-design/react-toggle@0.0.3,@seed-design/react-toggle@0.0.3,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:53.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-text-field@0.0.3,@seed-design/react-text-field@0.0.3,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:26.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-tabs@0.0.5,@seed-design/react-tabs@0.0.5,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:35.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-switch@0.0.3,@seed-design/react-switch@0.0.3,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:11.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-snackbar@0.0.4,@seed-design/react-snackbar@0.0.4,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:32.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-segmented-control@0.0.4,@seed-design/react-segmented-control@0.0.4,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:38.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-radio-group@0.0.3,@seed-design/react-radio-group@0.0.3,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:38.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.4,@seed-design/react-pull-to-refresh@0.0.4,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:20.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-progress@0.0.3,@seed-design/react-progress@0.0.3,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:05.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-portal@0.0.2,@seed-design/react-portal@0.0.2,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:41.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-popover@0.0.6,@seed-design/react-popover@0.0.6,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:02.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-dialog@0.0.4,@seed-design/react-dialog@0.0.4,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:56.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-checkbox@0.0.3,@seed-design/react-checkbox@0.0.3,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:47.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/react-avatar@0.0.3,@seed-design/react-avatar@0.0.3,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:50.000Z,2025,5,29,4,false,false,false,74,true,0
daangn/seed-design,@seed-design/mcp@0.0.28,@seed-design/mcp@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:15.000Z,2025,5,29,4,false,false,false,88,true,0
daangn/seed-design,@seed-design/mcp@0.0.27,@seed-design/mcp@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:44.000Z,2025,5,29,4,false,false,false,88,true,0
daangn/seed-design,@seed-design/figma@0.0.28,@seed-design/figma@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:12.000Z,2025,5,29,4,false,false,false,143,true,0
daangn/seed-design,@seed-design/figma@0.0.27,@seed-design/figma@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:35.000Z,2025,5,29,4,false,false,false,223,true,0
daangn/seed-design,@seed-design/css@0.0.28,@seed-design/css@0.0.28,5/29/2025,5/29/2025,2025-05-29T10:43:11.000Z,2025-05-29T10:43:18.000Z,2025,5,29,4,false,false,false,61,true,0
daangn/seed-design,@seed-design/css@0.0.27,@seed-design/css@0.0.27,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:11:59.000Z,2025,5,29,4,false,false,false,159,true,0
daangn/seed-design,@seed-design/codemod@0.0.25,@seed-design/codemod@0.0.25,5/29/2025,5/29/2025,2025-05-29T04:11:34.000Z,2025-05-29T04:12:17.000Z,2025,5,29,4,false,false,false,94,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.26,@seed-design/webpack-plugin@0.0.26,5/21/2025,5/21/2025,2025-05-21T08:31:31.000Z,2025-05-21T08:31:41.000Z,2025,5,21,3,false,false,false,59,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.26,@seed-design/vite-plugin@0.0.26,5/21/2025,5/21/2025,2025-05-21T08:31:31.000Z,2025-05-21T08:31:35.000Z,2025,5,21,3,false,false,false,59,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.26,@seed-design/rsbuild-plugin@0.0.26,5/21/2025,5/21/2025,2025-05-21T08:31:31.000Z,2025-05-21T08:31:32.000Z,2025,5,21,3,false,false,false,59,true,0
daangn/seed-design,@seed-design/codemod@0.0.24,@seed-design/codemod@0.0.24,5/21/2025,5/21/2025,2025-05-21T08:31:31.000Z,2025-05-21T08:31:38.000Z,2025,5,21,3,false,false,false,150,true,0
daangn/seed-design,@seed-design/webpack-plugin@0.0.25,@seed-design/webpack-plugin@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:38.000Z,2025,5,19,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/vite-plugin@0.0.25,@seed-design/vite-plugin@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:44.000Z,2025,5,19,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/stackflow@0.0.25,@seed-design/stackflow@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:29.000Z,2025,5,19,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.25,@seed-design/rsbuild-plugin@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:53.000Z,2025,5,19,1,false,false,false,86,true,0
daangn/seed-design,@seed-design/react@0.0.25,@seed-design/react@0.0.25,5/19/2025,5/19/2025,2025-05-19T05:02:28.000Z,2025-05-19T05:02:50.000Z,2025,5,19,1,false,false,false,127,true,0
